record_id,task,trial_id,trial_index,cue_onset,cue_offset,cue_time_s,cue_duration_s,cue_sign,support_start,support_stop,state9_runs,state9_overlap,response_marker_index,behavior_semantics
VisualCogB_Task-1,1,VisualCogB_Task-1:096,96,210653,210705,822.86328125,0.203125,-1,210493,211069,"[{""onset"":211221,""offset"":211520,""code"":-1.0}]",False,,unknown
VisualCogB_Task-1,1,VisualCogB_Task-1:097,97,212806,212858,831.2734375,0.203125,1,212646,213222,"[{""onset"":213373,""offset"":213679,""code"":1.0}]",False,,unknown
VisualCogB_Task-1,1,VisualCogB_Task-1:098,98,214962,215014,839.6953125,0.203125,1,214802,215378,"[{""onset"":215530,""offset"":215781,""code"":1.0}]",False,,unknown
VisualCogB_Task-1,1,VisualCogB_Task-1:099,99,217063,217115,847.90234375,0.203125,1,216903,217479,"[{""onset"":217630,""offset"":217866,""code"":1.0}]",False,,unknown
VisualCogB_Task-2,2,VisualCogB_Task-2:000,0,5134,5187,20.0546875,0.20703125,-1,4974,5550,"[{""onset"":5702,""offset"":6062,""code"":1.0},{""onset"":6062,""offset"":6063,""code"":2.0}]",False,6062,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:001,1,7347,7399,28.69921875,0.203125,-1,7187,7763,"[{""onset"":7914,""offset"":8324,""code"":-1.0},{""onset"":8324,""offset"":8325,""code"":-2.0}]",False,8324,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:002,2,9611,9663,37.54296875,0.203125,-1,9451,10027,"[{""onset"":10179,""offset"":10588,""code"":-1.0},{""onset"":10588,""offset"":10589,""code"":-2.0}]",False,10588,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:003,3,11871,11924,46.37109375,0.20703125,1,11711,12287,"[{""onset"":12439,""offset"":12712,""code"":1.0},{""onset"":12712,""offset"":12713,""code"":2.0}]",False,12712,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:004,4,13996,14048,54.671875,0.203125,-1,13836,14412,"[{""onset"":14564,""offset"":14874,""code"":-1.0},{""onset"":14874,""offset"":14875,""code"":-2.0}]",False,14874,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:005,5,16161,16213,63.12890625,0.203125,1,16001,16577,"[{""onset"":16728,""offset"":17037,""code"":-1.0},{""onset"":17037,""offset"":17038,""code"":-2.0}]",False,17037,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:006,6,18321,18373,71.56640625,0.203125,1,18161,18737,"[{""onset"":18889,""offset"":19211,""code"":1.0},{""onset"":19211,""offset"":19212,""code"":2.0}]",False,19211,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:007,7,20498,20550,80.0703125,0.203125,1,20338,20914,"[{""onset"":21065,""offset"":21347,""code"":1.0},{""onset"":21347,""offset"":21348,""code"":2.0}]",False,21347,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:008,8,22630,22682,88.3984375,0.203125,1,22470,23046,"[{""onset"":23197,""offset"":23474,""code"":1.0},{""onset"":23474,""offset"":23475,""code"":2.0}]",False,23474,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:009,9,24759,24811,96.71484375,0.203125,-1,24599,25175,"[{""onset"":25326,""offset"":25641,""code"":1.0},{""onset"":25641,""offset"":25642,""code"":2.0}]",False,25641,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:010,10,26927,26979,105.18359375,0.203125,1,26767,27343,"[{""onset"":27494,""offset"":27849,""code"":1.0},{""onset"":27849,""offset"":27850,""code"":2.0}]",False,27849,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:011,11,29131,29184,113.79296875,0.20703125,1,28971,29547,"[{""onset"":29699,""offset"":30089,""code"":-1.0},{""onset"":30089,""offset"":30090,""code"":-2.0}]",False,30089,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:012,12,31372,31424,122.546875,0.203125,1,31212,31788,"[{""onset"":31939,""offset"":32293,""code"":1.0},{""onset"":32293,""offset"":32294,""code"":2.0}]",False,32293,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:013,13,33576,33629,131.15625,0.20703125,1,33416,33992,"[{""onset"":34144,""offset"":34523,""code"":-1.0},{""onset"":34523,""offset"":34524,""code"":-2.0}]",False,34523,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:014,14,35809,35861,139.87890625,0.203125,1,35649,36225,"[{""onset"":36376,""offset"":36748,""code"":-1.0},{""onset"":36748,""offset"":36749,""code"":-2.0}]",False,36748,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:015,15,38033,38085,148.56640625,0.203125,1,37873,38449,"[{""onset"":38601,""offset"":38910,""code"":1.0},{""onset"":38910,""offset"":38911,""code"":2.0}]",False,38910,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:016,16,40198,40250,157.0234375,0.203125,-1,40038,40614,"[{""onset"":40765,""offset"":41094,""code"":-1.0},{""onset"":41094,""offset"":41095,""code"":-2.0}]",False,41094,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:017,17,42378,42430,165.5390625,0.203125,1,42218,42794,"[{""onset"":42946,""offset"":43318,""code"":-1.0},{""onset"":43318,""offset"":43319,""code"":-2.0}]",False,43318,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:018,18,44603,44655,174.23046875,0.203125,1,44443,45019,"[{""onset"":45170,""offset"":45526,""code"":1.0},{""onset"":45526,""offset"":45527,""code"":2.0}]",False,45526,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:019,19,46811,46863,182.85546875,0.203125,-1,46651,47227,"[{""onset"":47378,""offset"":47716,""code"":1.0},{""onset"":47716,""offset"":47717,""code"":2.0}]",False,47716,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:020,20,49003,49056,191.41796875,0.20703125,1,48843,49419,"[{""onset"":49571,""offset"":49854,""code"":1.0},{""onset"":49854,""offset"":49855,""code"":2.0}]",False,49854,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:021,21,51140,51192,199.765625,0.203125,1,50980,51556,"[{""onset"":51707,""offset"":52054,""code"":-1.0},{""onset"":52054,""offset"":52055,""code"":-2.0}]",False,52054,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:022,22,53340,53393,208.359375,0.20703125,-1,53180,53756,"[{""onset"":53908,""offset"":54210,""code"":-1.0},{""onset"":54210,""offset"":54211,""code"":-2.0}]",False,54210,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:023,23,55493,55545,216.76953125,0.203125,-1,55333,55909,"[{""onset"":56060,""offset"":56409,""code"":1.0},{""onset"":56409,""offset"":56410,""code"":2.0}]",False,56409,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:024,24,57693,57745,225.36328125,0.203125,-1,57533,58109,"[{""onset"":58261,""offset"":58595,""code"":-1.0},{""onset"":58595,""offset"":58596,""code"":-2.0}]",False,58595,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:025,25,59878,59930,233.8984375,0.203125,1,59718,60294,"[{""onset"":60445,""offset"":60785,""code"":1.0},{""onset"":60785,""offset"":60786,""code"":2.0}]",False,60785,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:026,26,62070,62122,242.4609375,0.203125,-1,61910,62486,"[{""onset"":62638,""offset"":63010,""code"":1.0},{""onset"":63010,""offset"":63011,""code"":2.0}]",False,63010,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:027,27,64295,64347,251.15234375,0.203125,-1,64135,64711,"[{""onset"":64862,""offset"":65160,""code"":1.0},{""onset"":65160,""offset"":65161,""code"":2.0}]",False,65160,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:028,28,66447,66499,259.55859375,0.203125,-1,66287,66863,"[{""onset"":67015,""offset"":67343,""code"":-1.0},{""onset"":67343,""offset"":67344,""code"":-2.0}]",False,67343,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:029,29,68632,68684,268.09375,0.203125,1,68472,69048,"[{""onset"":69199,""offset"":69559,""code"":-1.0},{""onset"":69559,""offset"":69560,""code"":-2.0}]",False,69559,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:030,30,70844,70896,276.734375,0.203125,1,70684,71260,"[{""onset"":71412,""offset"":71758,""code"":1.0},{""onset"":71758,""offset"":71759,""code"":2.0}]",False,71758,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:031,31,73045,73097,285.33203125,0.203125,1,72885,73461,"[{""onset"":73612,""offset"":73902,""code"":1.0},{""onset"":73902,""offset"":73903,""code"":2.0}]",False,73902,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:032,32,75189,75241,293.70703125,0.203125,1,75029,75605,"[{""onset"":75757,""offset"":76087,""code"":-1.0},{""onset"":76087,""offset"":76088,""code"":-2.0}]",False,76087,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:033,33,77369,77422,302.22265625,0.20703125,1,77209,77785,"[{""onset"":77937,""offset"":78280,""code"":-1.0},{""onset"":78280,""offset"":78281,""code"":-2.0}]",False,78280,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:034,34,79566,79618,310.8046875,0.203125,-1,79406,79982,"[{""onset"":80134,""offset"":80496,""code"":1.0},{""onset"":80496,""offset"":80497,""code"":2.0}]",False,80496,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:035,35,81783,81835,319.46484375,0.203125,1,81623,82199,"[{""onset"":82350,""offset"":82675,""code"":1.0},{""onset"":82675,""offset"":82676,""code"":2.0}]",False,82675,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:036,36,83959,84011,327.96484375,0.203125,-1,83799,84375,"[{""onset"":84527,""offset"":84881,""code"":-1.0},{""onset"":84881,""offset"":84882,""code"":-2.0}]",False,84881,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:037,37,86167,86220,336.58984375,0.20703125,-1,86007,86583,"[{""onset"":86735,""offset"":87125,""code"":1.0},{""onset"":87125,""offset"":87126,""code"":2.0}]",False,87125,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:038,38,88412,88464,345.359375,0.203125,1,88252,88828,"[{""onset"":88979,""offset"":89356,""code"":-1.0},{""onset"":89356,""offset"":89357,""code"":-2.0}]",False,89356,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:039,39,90640,90692,354.0625,0.203125,1,90480,91056,"[{""onset"":91208,""offset"":91529,""code"":-1.0},{""onset"":91529,""offset"":91530,""code"":-2.0}]",False,91529,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:040,40,92817,92869,362.56640625,0.203125,1,92657,93233,"[{""onset"":93384,""offset"":93692,""code"":1.0},{""onset"":93692,""offset"":93693,""code"":2.0}]",False,93692,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:041,41,94977,95029,371.00390625,0.203125,-1,94817,95393,"[{""onset"":95545,""offset"":95858,""code"":-1.0},{""onset"":95858,""offset"":95859,""code"":-2.0}]",False,95858,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:042,42,97142,97194,379.4609375,0.203125,-1,96982,97558,"[{""onset"":97709,""offset"":97976,""code"":-1.0},{""onset"":97976,""offset"":97977,""code"":-2.0}]",False,97976,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:043,43,99262,99314,387.7421875,0.203125,1,99102,99678,"[{""onset"":99830,""offset"":100213,""code"":-1.0},{""onset"":100213,""offset"":100214,""code"":-2.0}]",False,100213,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:044,44,101498,101551,396.4765625,0.20703125,-1,101338,101914,"[{""onset"":102066,""offset"":102392,""code"":1.0},{""onset"":102392,""offset"":102393,""code"":2.0}]",False,102392,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:045,45,103675,103727,404.98046875,0.203125,-1,103515,104091,"[{""onset"":104242,""offset"":104547,""code"":1.0},{""onset"":104547,""offset"":104548,""code"":2.0}]",False,104547,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:046,46,105831,105884,413.40234375,0.20703125,1,105671,106247,"[{""onset"":106399,""offset"":106752,""code"":-1.0},{""onset"":106752,""offset"":106753,""code"":-2.0}]",False,106752,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:047,47,108040,108092,422.03125,0.203125,-1,107880,108456,"[{""onset"":108607,""offset"":109005,""code"":-1.0},{""onset"":109005,""offset"":109006,""code"":-2.0}]",False,109005,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:048,48,110293,110345,430.83203125,0.203125,1,110133,110709,"[{""onset"":110860,""offset"":111198,""code"":1.0},{""onset"":111198,""offset"":111199,""code"":2.0}]",False,111198,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:049,49,112485,112537,439.39453125,0.203125,-1,112325,112901,"[{""onset"":113053,""offset"":113404,""code"":-1.0},{""onset"":113404,""offset"":113405,""code"":-2.0}]",False,113404,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:050,50,114689,114742,448.00390625,0.20703125,-1,114529,115105,"[{""onset"":115257,""offset"":115612,""code"":1.0},{""onset"":115612,""offset"":115613,""code"":2.0}]",False,115612,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:051,51,116898,116950,456.6328125,0.203125,-1,116738,117314,"[{""onset"":117465,""offset"":117813,""code"":-1.0},{""onset"":117813,""offset"":117814,""code"":-2.0}]",False,117813,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:052,52,119098,119151,465.2265625,0.20703125,1,118938,119514,"[{""onset"":119666,""offset"":119961,""code"":1.0},{""onset"":119961,""offset"":119962,""code"":2.0}]",False,119961,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:053,53,121247,121299,473.62109375,0.203125,1,121087,121663,"[{""onset"":121814,""offset"":122191,""code"":-1.0},{""onset"":122191,""offset"":122192,""code"":-2.0}]",False,122191,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:054,54,123479,123531,482.33984375,0.203125,1,123319,123895,"[{""onset"":124047,""offset"":124326,""code"":1.0},{""onset"":124326,""offset"":124327,""code"":2.0}]",False,124326,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:055,55,125612,125664,490.671875,0.203125,-1,125452,126028,"[{""onset"":126179,""offset"":126483,""code"":1.0},{""onset"":126483,""offset"":126484,""code"":2.0}]",False,126483,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:056,56,127768,127821,499.09375,0.20703125,-1,127608,128184,"[{""onset"":128336,""offset"":128654,""code"":1.0},{""onset"":128654,""offset"":128655,""code"":2.0}]",False,128654,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:057,57,129941,129993,507.58203125,0.203125,-1,129781,130357,"[{""onset"":130508,""offset"":130845,""code"":1.0},{""onset"":130845,""offset"":130846,""code"":2.0}]",False,130845,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:058,58,132129,132181,516.12890625,0.203125,-1,131969,132545,"[{""onset"":132697,""offset"":133031,""code"":1.0},{""onset"":133031,""offset"":133032,""code"":2.0}]",False,133031,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:059,59,134318,134370,524.6796875,0.203125,-1,134158,134734,"[{""onset"":134886,""offset"":135204,""code"":1.0},{""onset"":135204,""offset"":135205,""code"":2.0}]",False,135204,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:060,60,136490,136542,533.1640625,0.203125,-1,136330,136906,"[{""onset"":137058,""offset"":137353,""code"":1.0},{""onset"":137353,""offset"":137354,""code"":2.0}]",False,137353,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:061,61,138639,138691,541.55859375,0.203125,1,138479,139055,"[{""onset"":139206,""offset"":139591,""code"":-1.0},{""onset"":139591,""offset"":139592,""code"":-2.0}]",False,139591,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:062,62,140879,140931,550.30859375,0.203125,-1,140719,141295,"[{""onset"":141446,""offset"":141841,""code"":-1.0},{""onset"":141841,""offset"":141842,""code"":-2.0}]",False,141841,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:063,63,143127,143180,559.08984375,0.20703125,-1,142967,143543,"[{""onset"":143695,""offset"":144008,""code"":-1.0},{""onset"":144008,""offset"":144009,""code"":-2.0}]",False,144008,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:064,64,145292,145344,567.546875,0.203125,1,145132,145708,"[{""onset"":145859,""offset"":146166,""code"":-1.0},{""onset"":146166,""offset"":146167,""code"":-2.0}]",False,146166,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:065,65,147452,147505,575.984375,0.20703125,1,147292,147868,"[{""onset"":148020,""offset"":148368,""code"":1.0},{""onset"":148368,""offset"":148369,""code"":2.0}]",False,148368,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:066,66,149653,149705,584.58203125,0.203125,1,149493,150069,"[{""onset"":150220,""offset"":150541,""code"":-1.0},{""onset"":150541,""offset"":150542,""code"":-2.0}]",False,150541,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:067,67,151825,151878,593.06640625,0.20703125,1,151665,152241,"[{""onset"":152393,""offset"":152750,""code"":-1.0},{""onset"":152750,""offset"":152751,""code"":-2.0}]",False,152750,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:068,68,154038,154090,601.7109375,0.203125,-1,153878,154454,"[{""onset"":154605,""offset"":154949,""code"":1.0},{""onset"":154949,""offset"":154950,""code"":2.0}]",False,154949,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:069,69,156234,156286,610.2890625,0.203125,-1,156074,156650,"[{""onset"":156802,""offset"":157097,""code"":1.0},{""onset"":157097,""offset"":157098,""code"":2.0}]",False,157097,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:070,70,158383,158435,618.68359375,0.203125,1,158223,158799,"[{""onset"":158951,""offset"":159328,""code"":1.0},{""onset"":159328,""offset"":159329,""code"":2.0}]",False,159328,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:071,71,160615,160668,627.40234375,0.20703125,1,160455,161031,"[{""onset"":161183,""offset"":161488,""code"":1.0},{""onset"":161488,""offset"":161489,""code"":2.0}]",False,161488,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:072,72,162772,162824,635.828125,0.203125,1,162612,163188,"[{""onset"":163339,""offset"":163678,""code"":1.0},{""onset"":163678,""offset"":163679,""code"":2.0}]",False,163678,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:073,73,164964,165017,644.390625,0.20703125,-1,164804,165380,"[{""onset"":165532,""offset"":165874,""code"":1.0},{""onset"":165874,""offset"":165875,""code"":2.0}]",False,165874,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:074,74,167161,167214,652.97265625,0.20703125,-1,167001,167577,"[{""onset"":167729,""offset"":168113,""code"":1.0},{""onset"":168113,""offset"":168114,""code"":2.0}]",False,168113,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:075,75,169398,169450,661.7109375,0.203125,1,169238,169814,"[{""onset"":169965,""offset"":170382,""code"":-1.0},{""onset"":170382,""offset"":170383,""code"":-2.0}]",False,170382,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:076,76,171666,171719,670.5703125,0.20703125,1,171506,172082,"[{""onset"":172234,""offset"":172515,""code"":-1.0},{""onset"":172515,""offset"":172516,""code"":-2.0}]",False,172515,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:077,77,173803,173855,678.91796875,0.203125,-1,173643,174219,"[{""onset"":174370,""offset"":174729,""code"":-1.0},{""onset"":174729,""offset"":174730,""code"":-2.0}]",False,174729,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:078,78,176015,176068,687.55859375,0.20703125,-1,175855,176431,"[{""onset"":176583,""offset"":177051,""code"":1.0},{""onset"":177051,""offset"":177052,""code"":2.0}]",False,177051,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:079,79,178336,178388,696.625,0.203125,-1,178176,178752,"[{""onset"":178903,""offset"":179259,""code"":1.0},{""onset"":179259,""offset"":179260,""code"":2.0}]",False,179259,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:080,80,180544,180596,705.25,0.203125,1,180384,180960,"[{""onset"":181111,""offset"":181434,""code"":-1.0},{""onset"":181434,""offset"":181435,""code"":-2.0}]",False,181434,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:081,81,182721,182773,713.75390625,0.203125,-1,182561,183137,"[{""onset"":183288,""offset"":183639,""code"":-1.0},{""onset"":183639,""offset"":183640,""code"":-2.0}]",False,183639,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:082,82,184925,184977,722.36328125,0.203125,1,184765,185341,"[{""onset"":185492,""offset"":185842,""code"":-1.0},{""onset"":185842,""offset"":185843,""code"":-2.0}]",False,185842,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:083,83,187125,187177,730.95703125,0.203125,-1,186965,187541,"[{""onset"":187693,""offset"":188047,""code"":-1.0},{""onset"":188047,""offset"":188048,""code"":-2.0}]",False,188047,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:084,84,189338,189390,739.6015625,0.203125,-1,189178,189754,"[{""onset"":189905,""offset"":190304,""code"":1.0},{""onset"":190304,""offset"":190305,""code"":2.0}]",False,190304,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:085,85,191590,191642,748.3984375,0.203125,1,191430,192006,"[{""onset"":192158,""offset"":192487,""code"":1.0},{""onset"":192487,""offset"":192488,""code"":2.0}]",False,192487,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:086,86,193775,193827,756.93359375,0.203125,-1,193615,194191,"[{""onset"":194342,""offset"":194642,""code"":1.0},{""onset"":194642,""offset"":194643,""code"":2.0}]",False,194642,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:087,87,195927,195979,765.33984375,0.203125,1,195767,196343,"[{""onset"":196495,""offset"":196797,""code"":1.0},{""onset"":196797,""offset"":196798,""code"":2.0}]",False,196797,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:088,88,198084,198136,773.765625,0.203125,-1,197924,198500,"[{""onset"":198651,""offset"":198978,""code"":-1.0},{""onset"":198978,""offset"":198979,""code"":-2.0}]",False,198978,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:089,89,200264,200316,782.28125,0.203125,1,200104,200680,"[{""onset"":200832,""offset"":201157,""code"":1.0},{""onset"":201157,""offset"":201158,""code"":2.0}]",False,201157,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:090,90,202445,202497,790.80078125,0.203125,-1,202285,202861,"[{""onset"":203012,""offset"":203306,""code"":1.0},{""onset"":203306,""offset"":203307,""code"":2.0}]",False,203306,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:091,91,204593,204645,799.19140625,0.203125,-1,204433,205009,"[{""onset"":205161,""offset"":205532,""code"":-1.0},{""onset"":205532,""offset"":205533,""code"":-2.0}]",False,205532,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:092,92,206818,206870,807.8828125,0.203125,1,206658,207234,"[{""onset"":207385,""offset"":207681,""code"":1.0},{""onset"":207681,""offset"":207682,""code"":2.0}]",False,207681,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:093,93,208962,209015,816.2578125,0.20703125,-1,208802,209378,"[{""onset"":209530,""offset"":209933,""code"":1.0},{""onset"":209933,""offset"":209934,""code"":2.0}]",False,209933,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:094,94,211219,211271,825.07421875,0.203125,1,211059,211635,"[{""onset"":211786,""offset"":212076,""code"":1.0},{""onset"":212076,""offset"":212077,""code"":2.0}]",False,212076,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:095,95,213363,213415,833.44921875,0.203125,1,213203,213779,"[{""onset"":213931,""offset"":214366,""code"":-1.0},{""onset"":214366,""offset"":214367,""code"":-2.0}]",False,214366,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:096,96,215651,215704,842.38671875,0.20703125,-1,215491,216067,"[{""onset"":216219,""offset"":216654,""code"":-1.0},{""onset"":216654,""offset"":216655,""code"":-2.0}]",False,216654,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:097,97,217940,217992,851.328125,0.203125,-1,217780,218356,"[{""onset"":218508,""offset"":218860,""code"":-1.0},{""onset"":218860,""offset"":218861,""code"":-2.0}]",False,218860,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:098,98,220148,220200,859.953125,0.203125,1,219988,220564,"[{""onset"":220716,""offset"":221040,""code"":-1.0},{""onset"":221040,""offset"":221041,""code"":-2.0}]",False,221040,candidate_target_and_response_marker
VisualCogB_Task-2,2,VisualCogB_Task-2:099,99,222325,222377,868.45703125,0.203125,-1,222165,222741,"[{""onset"":222892,""offset"":223192,""code"":1.0},{""onset"":223192,""offset"":223193,""code"":2.0}]",False,223192,candidate_target_and_response_marker
