record_id,trial_id,channel,hard_ok,clip_samples_in_support,flat_samples_in_support,ptp,jump,baseline_scale,drift_abs,rejection_reasons
VisualCogB_Task-1,VisualCogB_Ta:058,Fz,True,0,0,1106.218051422904,25.970855268177274,39.63554131380181,444.41901274128327,
VisualCogB_Task-1,VisualCogB_Ta:058,F3,True,0,0,885.7862211032273,47.48607614251932,50.67557793545416,14.190890363927622,
VisualCogB_Task-1,VisualCogB_Ta:058,F4,True,0,0,986.3431754024567,27.64934767681393,33.572570382238546,3.692683299000521,
VisualCogB_Task-1,VisualCogB_Ta:059,Fz,True,0,0,195.86480506599537,40.16174563210507,11.130528725109187,138.29251544975966,
VisualCogB_Task-1,VisualCogB_Ta:059,F3,True,0,0,194.85770962081324,33.661402304112244,7.375106431677619,12.039368276493462,
VisualCogB_Task-1,VisualCogB_Ta:059,F4,True,0,0,187.3197528038453,40.52796215762578,8.280027466239469,73.99099717708089,
VisualCogB_Task-1,VisualCogB_Ta:060,Fz,True,0,0,965.8960860608836,47.425040054932424,33.97978484779114,220.30975814450295,
VisualCogB_Task-1,VisualCogB_Ta:060,F3,True,0,0,453.3455405508507,38.02548256656746,30.58633096818483,280.68970778973073,
VisualCogB_Task-1,VisualCogB_Ta:060,F4,True,0,0,865.6137941557945,79.98779278248253,36.242087434195255,109.80392156862752,
VisualCogB_Task-1,VisualCogB_Ta:061,Fz,True,0,0,436.53009842069116,22.9800869764249,7.737074845502122,24.185549706263714,
VisualCogB_Task-1,VisualCogB_Ta:061,F3,True,0,0,538.2162203402762,22.278171969176583,11.402005035477353,178.07278553444723,
VisualCogB_Task-1,VisualCogB_Ta:061,F4,True,0,0,1094.6211947814145,32.867933165484146,31.80797436484335,633.8292515449759,
VisualCogB_Task-1,VisualCogB_Ta:062,Fz,False,8,0,,,,,clip_or_out_of_range
VisualCogB_Task-1,VisualCogB_Ta:062,F3,True,0,0,833.630884260319,29.633020523384403,34.341753261616226,36.82001983672842,
VisualCogB_Task-1,VisualCogB_Ta:062,F4,True,0,0,723.8269626916915,24.59754329747443,35.33716639963391,303.1967650873579,
VisualCogB_Task-1,VisualCogB_Ta:063,Fz,True,0,0,341.80209048599977,21.27107652399468,12.397418173495202,154.55863279163793,
VisualCogB_Task-1,VisualCogB_Ta:063,F3,True,0,0,164.88899061570146,39.76501106279079,12.895124742504043,128.6488136110475,
VisualCogB_Task-1,VisualCogB_Ta:063,F4,True,0,0,344.304570077058,22.583352407110738,14.297752346074565,104.35645075150683,
VisualCogB_Task-1,VisualCogB_Ta:064,Fz,True,0,0,156.6186007476922,25.72671091783002,13.257093156328548,42.49637598229958,
VisualCogB_Task-1,VisualCogB_Ta:064,F3,True,0,0,470.466163118944,30.76218814373999,19.048587777523643,16.708628976882608,
VisualCogB_Task-1,VisualCogB_Ta:064,F4,True,0,0,321.78225375753425,27.28313115129322,15.926610208285592,78.35507743953616,
VisualCogB_Task-1,VisualCogB_Ta:065,Fz,True,0,0,811.2916762035554,74.7386892500192,64.65660791943256,583.1082627603571,
VisualCogB_Task-1,VisualCogB_Ta:065,F3,True,0,0,701.3656824597545,298.4359502555885,46.739171435110755,239.03257801174954,
VisualCogB_Task-1,VisualCogB_Ta:065,F4,True,0,0,411.566338597696,70.25253681239042,21.310890363927513,4.928664072632955,
